2019 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [24310 04/07/2019 13:22:53      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"QLD","158","Dawson","5293","Bloomsbury","32852","KAP","Katter's Australian Party (KAP)","BUNYAN","Brendan","6","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","10","55.560"
"QLD","158","Dawson","5293","Bloomsbury","32852","KAP","Katter's Australian Party (KAP)","BUNYAN","Brendan","6","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","8","44.440"
"QLD","158","Dawson","5293","Bloomsbury","33250","GRN","Queensland Greens","LINDENBERG","Imogen","7","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","10","76.920"
"QLD","158","Dawson","5293","Bloomsbury","33250","GRN","Queensland Greens","LINDENBERG","Imogen","7","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","3","23.080"
"QLD","158","Dawson","5293","Bloomsbury","33568","IND","Independent","QUEENAN","Lachlan","8","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","0","0.000"
"QLD","158","Dawson","5293","Bloomsbury","33568","IND","Independent","QUEENAN","Lachlan","8","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","2","100.000"
"QLD","158","Dawson","5293","Bloomsbury","32910","UAPP","United Australia Party","THOMPSON","Colin Richard","9","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","11","68.750"
"QLD","158","Dawson","5293","Bloomsbury","32910","UAPP","United Australia Party","THOMPSON","Colin Richard","9","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","5","31.250"
"QLD","158","Dawson","5294","Bowen","0","","","First Preferences","","0","33299","LNP","Liberal National Party of Queensland","CHRISTENSEN","George","4","485","67.080"
"QLD","158","Dawson","5294","Bowen","0","","","First Preferences","","0","32865","ALP","Australian Labor Party (State of Queensland)","HASSAN","Belinda","5","238","32.920"
