2019 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences By Division [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:54 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581]
StateAb,DivisionID,DivisionNm,FromCandidateID,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateID,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
VIC,218,Indi,32630,GRN,The Greens (VIC),ROBINSON,Helen,1,33174,LP,Liberal,MARTIN,Steve,4,687,16.15
VIC,218,Indi,33238,DHJP,Derryn Hinch's Justice Party,WHALLEY,Jason Peter,2,32086,IND,Independent,HAINES,Helen,3,1917,66.31
VIC,218,Indi,33238,DHJP,Derryn Hinch's Justice Party,WHALLEY,Jason Peter,2,33174,LP,Liberal,MARTIN,Steve,4,974,33.69
VIC,218,Indi,32589,NP,The Nationals,BYATT,Mark,5,32086,IND,Independent,HAINES,Helen,3,1814,19.02
VIC,218,Indi,32589,NP,The Nationals,BYATT,Mark,5,33174,LP,Liberal,MARTIN,Steve,4,7724,80.98
VIC,218,Indi,33221,UAPP,United Australia Party,WHEATLAND,Shane,6,32086,IND,Independent,HAINES,Helen,3,1969,49.47
VIC,218,Indi,33221,UAPP,United Australia Party,WHEATLAND,Shane,6,33174,LP,Liberal,MARTIN,Steve,4,2011,50.53
VIC,218,Indi,32364,ALP,Australian Labor Party,KERR,Eric,7,32086,IND,Independent,HAINES,Helen,3,9954,81.58
VIC,218,Indi,32364,ALP,Australian Labor Party,KERR,Eric,7,33174,LP,Liberal,MARTIN,Steve,4,2248,18.42
VIC,219,Isaacs,0,,,First Preferences,,0,32312,ALP,Australian Labor Party,DREYFUS,Mark,5,43364,55.99
VIC,219,Isaacs,0,,,First Preferences,,0,33297,LP,Liberal,HEARN,Jeremy,2,34089,44.01
VIC,219,Isaacs,32570,GRN,The Greens (VIC),SAMIOTIS,Kim,1,32312,ALP,Australian Labor Party,DREYFUS,Mark,5,7580,70.04
VIC,219,Isaacs,32570,GRN,The Greens (VIC),SAMIOTIS,Kim,1,33297,LP,Liberal,HEARN,Jeremy,2,3242,29.96
VIC,219,Isaacs,33247,RUA,Rise Up Australia Party,PUVIMANASINGHE,Ash,3,32312,ALP,Australian Labor Party,DREYFUS,Mark,5,369,32.31
VIC,219,Isaacs,33247,RUA,Rise Up Australia Party,PUVIMANASINGHE,Ash,3,33297,LP,Liberal,HEARN,Jeremy,2,773,67.69
VIC,219,Isaacs,32668,AJP,Animal Justice Party,CURRIE,Bronwyn,4,32312,ALP,Australian Labor Party,DREYFUS,Mark,5,2194,60.83
VIC,219,Isaacs,32668,AJP,Animal Justice Party,CURRIE,Bronwyn,4,33297,LP,Liberal,HEARN,Jeremy,2,1413,39.17
VIC,219,Isaacs,32337,UAPP,United Australia Party,SEALS,Tony,6,32312,ALP,Australian Labor Party,DREYFUS,Mark,5,1138,29.85
VIC,219,Isaacs,32337,UAPP,United Australia Party,SEALS,Tony,6,33297,LP,Liberal,HEARN,Jeremy,2,2675,70.15
VIC,220,Jagajaga,0,,,First Preferences,,0,32293,ALP,Australian Labor Party,THWAITES,Kate,2,41086,52.11
VIC,220,Jagajaga,0,,,First Preferences,,0,33259,LP,Liberal,WELCH,Richard,4,37755,47.89
VIC,220,Jagajaga,32320,UAPP,United Australia Party,RIGONI,Maria Marcia,1,32293,ALP,Australian Labor Party,THWAITES,Kate,2,1595,43.67
VIC,220,Jagajaga,32320,UAPP,United Australia Party,RIGONI,Maria Marcia,1,33259,LP,Liberal,WELCH,Richard,4,2057,56.33
VIC,220,Jagajaga,33183,RUA,Rise Up Australia Party,TRUSCOTT,Jeff,3,32293,ALP,Australian Labor Party,THWAITES,Kate,2,544,40.45
VIC,220,Jagajaga,33183,RUA,Rise Up Australia Party,TRUSCOTT,Jeff,3,33259,LP,Liberal,WELCH,Richard,4,801,59.55
VIC,220,Jagajaga,32600,GRN,The Greens (VIC),KENNEDY,Paul,5,32293,ALP,Australian Labor Party,THWAITES,Kate,2,12079,86.72
VIC,220,Jagajaga,32600,GRN,The Greens (VIC),KENNEDY,Paul,5,33259,LP,Liberal,WELCH,Richard,4,1850,13.28
VIC,221,Kooyong,0,,,First Preferences,,0,32575,GRN,The Greens (VIC),BURNSIDE,Julian,7,21035,30.07
VIC,221,Kooyong,0,,,First Preferences,,0,33123,LP,Liberal,FRYDENBERG,Josh,4,48928,69.93
VIC,221,Kooyong,32355,UAPP,United Australia Party,D'ELIA,Steven,1,32575,GRN,The Greens (VIC),BURNSIDE,Julian,7,249,21.01
VIC,221,Kooyong,32355,UAPP,United Australia Party,D'ELIA,Steven,1,33123,LP,Liberal,FRYDENBERG,Josh,4,936,78.99
VIC,221,Kooyong,32077,IND,Independent,YATES,Oliver,2,32575,GRN,The Greens (VIC),BURNSIDE,Julian,7,7097,79.83
VIC,221,Kooyong,32077,IND,Independent,YATES,Oliver,2,33123,LP,Liberal,FRYDENBERG,Josh,4,1793,20.17
VIC,221,Kooyong,24869,IND,Independent,ZUBAC,Angelina,3,32575,GRN,The Greens (VIC),BURNSIDE,Julian,7,284,52.69
VIC,221,Kooyong,24869,IND,Independent,ZUBAC,Angelina,3,33123,LP,Liberal,FRYDENBERG,Josh,4,255,47.31
VIC,221,Kooyong,32332,ALP,Australian Labor Party,STEWART,Jana,5,32575,GRN,The Greens (VIC),BURNSIDE,Julian,7,13896,83.38
VIC,221,Kooyong,32332,ALP,Australian Labor Party,STEWART,Jana,5,33123,LP,Liberal,FRYDENBERG,Josh,4,2770,16.62
VIC,221,Kooyong,32671,AJP,Animal Justice Party,HINKLEY,Davina,6,32575,GRN,The Greens (VIC),BURNSIDE,Julian,7,846,75.74
VIC,221,Kooyong,32671,AJP,Animal Justice Party,HINKLEY,Davina,6,33123,LP,Liberal,FRYDENBERG,Josh,4,271,24.26
VIC,221,Kooyong,32157,IND,Independent,CHANDLER,Bill,8,32575,GRN,The Greens (VIC),BURNSIDE,Julian,7,463,69.21
VIC,221,Kooyong,32157,IND,Independent,CHANDLER,Bill,8,33123,LP,Liberal,FRYDENBERG,Josh,4,206,30.79
VIC,223,La Trobe,0,,,First Preferences,,0,32290,ALP,Australian Labor Party,CURTIS,Simon,6,34040,43
VIC,223,La Trobe,0,,,First Preferences,,0,33307,LP,Liberal,WOOD,Jason,3,45123,57
VIC,223,La Trobe,32655,GRN,The Greens (VIC),GREGOROVICH,Amy,1,32290,ALP,Australian Labor Party,CURTIS,Simon,6,5812,74.97
VIC,223,La Trobe,32655,GRN,The Greens (VIC),GREGOROVICH,Amy,1,33307,LP,Liberal,WOOD,Jason,3,1940,25.03
VIC,223,La Trobe,33261,RUA,Rise Up Australia Party,BAKER,Norman,2,32290,ALP,Australian Labor Party,CURTIS,Simon,6,289,30.52
VIC,223,La Trobe,33261,RUA,Rise Up Australia Party,BAKER,Norman,2,33307,LP,Liberal,WOOD,Jason,3,658,69.48
VIC,223,La Trobe,32811,ON,Pauline Hanson's One Nation,BAKER,Esther,4,32290,ALP,Australian Labor Party,CURTIS,Simon,6,1895,39.51
VIC,223,La Trobe,32811,ON,Pauline Hanson's One Nation,BAKER,Esther,4,33307,LP,Liberal,WOOD,Jason,3,2901,60.49
VIC,223,La Trobe,32311,UAPP,United Australia Party,DEAN,Duncan,5,32290,ALP,Australian Labor Party,CURTIS,Simon,6,792,31.6
VIC,223,La Trobe,32311,UAPP,United Australia Party,DEAN,Duncan,5,33307,LP,Liberal,WOOD,Jason,3,1714,68.4
VIC,223,La Trobe,33186,DHJP,Derryn Hinch's Justice Party,CALWELL-BROWNE,Asher Joseph,7,32290,ALP,Australian Labor Party,CURTIS,Simon,6,2085,59.15
VIC,223,La Trobe,33186,DHJP,Derryn Hinch's Justice Party,CALWELL-BROWNE,Asher Joseph,7,33307,LP,Liberal,WOOD,Jason,3,1440,40.85
VIC,222,Lalor,0,,,First Preferences,,0,32354,ALP,Australian Labor Party,RYAN,Joanne,3,48332,63.15
VIC,222,Lalor,0,,,First Preferences,,0,33190,LP,Liberal,MURPHY,Gayle,2,28209,36.85
VIC,222,Lalor,32250,AFN,Australia First Party,JAKOBI,Susan,1,32354,ALP,Australian Labor Party,RYAN,Joanne,3,1707,41.7
VIC,222,Lalor,32250,AFN,Australia First Party,JAKOBI,Susan,1,33190,LP,Liberal,MURPHY,Gayle,2,2387,58.3
VIC,222,Lalor,32297,UAPP,United Australia Party,ROBINSON,Jeffrey Edward,4,32354,ALP,Australian Labor Party,RYAN,Joanne,3,1801,40.46
VIC,222,Lalor,32297,UAPP,United Australia Party,ROBINSON,Jeffrey Edward,4,33190,LP,Liberal,MURPHY,Gayle,2,2650,59.54
VIC,222,Lalor,32828,GRN,The Greens (VIC),DESSI,Jay,5,32354,ALP,Australian Labor Party,RYAN,Joanne,3,5712,78.54
VIC,222,Lalor,32828,GRN,The Greens (VIC),DESSI,Jay,5,33190,LP,Liberal,MURPHY,Gayle,2,1561,21.46
VIC,222,Lalor,32267,NAFD,,MOINUDDIN,Aijaz,6,32354,ALP,Australian Labor Party,RYAN,Joanne,3,789,70.51
VIC,222,Lalor,32267,NAFD,,MOINUDDIN,Aijaz,6,33190,LP,Liberal,MURPHY,Gayle,2,330,29.49
VIC,322,Macnamara,0,,,First Preferences,,0,32360,ALP,Australian Labor Party,BURNS,Josh,9,30855,45.96
VIC,322,Macnamara,0,,,First Preferences,,0,33295,LP,Liberal,ASHMOR,Kate,4,36283,54.04
VIC,322,Macnamara,32247,IND,Independent,O'ROURKE,Ruby,1,32360,ALP,Australian Labor Party,BURNS,Josh,9,497,44.86
VIC,322,Macnamara,32247,IND,Independent,O'ROURKE,Ruby,1,33295,LP,Liberal,ASHMOR,Kate,4,611,55.14
VIC,322,Macnamara,32447,GRN,The Greens (VIC),HODGINS-MAY,Steph,2,32360,ALP,Australian Labor Party,BURNS,Josh,9,20587,87.48
VIC,322,Macnamara,32447,GRN,The Greens (VIC),HODGINS-MAY,Steph,2,33295,LP,Liberal,ASHMOR,Kate,4,2947,12.52
VIC,322,Macnamara,32991,SPP,Sustainable Australia,ARMSTRONG,Steven,3,32360,ALP,Australian Labor Party,BURNS,Josh,9,532,54.62
VIC,322,Macnamara,32991,SPP,Sustainable Australia,ARMSTRONG,Steven,3,33295,LP,Liberal,ASHMOR,Kate,4,442,45.38
VIC,322,Macnamara,32306,IND,Independent,WALLIS,Chris,5,32360,ALP,Australian Labor Party,BURNS,Josh,9,478,52.07
VIC,322,Macnamara,32306,IND,Independent,WALLIS,Chris,5,33295,LP,Liberal,ASHMOR,Kate,4,440,47.93
VIC,322,Macnamara,32684,AJP,Animal Justice Party,McPHERSON,Craig,6,32360,ALP,Australian Labor Party,BURNS,Josh,9,1301,67.8
VIC,322,Macnamara,32684,AJP,Animal Justice Party,McPHERSON,Craig,6,33295,LP,Liberal,ASHMOR,Kate,4,618,32.2
VIC,322,Macnamara,33336,RUA,Rise Up Australia Party,KAY,Christine,7,32360,ALP,Australian Labor Party,BURNS,Josh,9,95,26.03
VIC,322,Macnamara,33336,RUA,Rise Up Australia Party,KAY,Christine,7,33295,LP,Liberal,ASHMOR,Kate,4,270,73.97
VIC,322,Macnamara,32387,UAPP,United Australia Party,PATON,Helen Lucy,8,32360,ALP,Australian Labor Party,BURNS,Josh,9,268,23.59
VIC,322,Macnamara,32387,UAPP,United Australia Party,PATON,Helen Lucy,8,33295,LP,Liberal,ASHMOR,Kate,4,868,76.41
VIC,224,Mallee,0,,,First Preferences,,0,32277,ALP,Australian Labor Party,HART,Carole,8,14722,36.03
VIC,224,Mallee,0,,,First Preferences,,0,32425,NP,The Nationals,WEBSTER,Anne,5,26142,63.97
VIC,224,Mallee,33287,LP,Liberal,PETROVICH,Serge,1,32277,ALP,Australian Labor Party,HART,Carole,8,1857,10.51
VIC,224,Mallee,33287,LP,Liberal,PETROVICH,Serge,1,32425,NP,The Nationals,WEBSTER,Anne,5,15808,89.49
VIC,224,Mallee,33629,IND,Independent,MOAR,Cecilia,2,32277,ALP,Australian Labor Party,HART,Carole,8,1068,38.68
VIC,224,Mallee,33629,IND,Independent,MOAR,Cecilia,2,32425,NP,The Nationals,WEBSTER,Anne,5,1693,61.32
VIC,224,Mallee,33621,IND,Independent,MODICA,Jason Mark,3,32277,ALP,Australian Labor Party,HART,Carole,8,5217,59.32
VIC,224,Mallee,33621,IND,Independent,MODICA,Jason Mark,3,32425,NP,The Nationals,WEBSTER,Anne,5,3578,40.68
VIC,224,Mallee,32224,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,GROSVENOR,Rick,4,32277,ALP,Australian Labor Party,HART,Carole,8,246,18.79
VIC,224,Mallee,32224,FACN,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,GROSVENOR,Rick,4,32425,NP,The Nationals,WEBSTER,Anne,5,1063,81.21
VIC,224,Mallee,32273,CEC,Citizens Electoral Council,LAHY,Chris,6,32277,ALP,Australian Labor Party,HART,Carole,8,195,46.88
VIC,224,Mallee,32273,CEC,Citizens Electoral Council,LAHY,Chris,6,32425,NP,The Nationals,WEBSTER,Anne,5,221,53.13
VIC,224,Mallee,33351,RUA,Rise Up Australia Party,MOLLISON,Philip,7,32277,ALP,Australian Labor Party,HART,Carole,8,317,34.49
VIC,224,Mallee,33351,RUA,Rise Up Australia Party,MOLLISON,Philip,7,32425,NP,The Nationals,WEBSTER,Anne,5,602,65.51
VIC,224,Mallee,33654,FUT,Science Party,FIRMAN,Leigh,9,32277,ALP,Australian Labor Party,HART,Carole,8,276,55.53
VIC,224,Mallee,33654,FUT,Science Party,FIRMAN,Leigh,9,32425,NP,The Nationals,WEBSTER,Anne,5,221,44.47
VIC,224,Mallee,32744,IND,Independent,KINGSTON,Ray,10,32277,ALP,Australian Labor Party,HART,Carole,8,2757,31.98
VIC,224,Mallee,32744,IND,Independent,KINGSTON,Ray,10,32425,NP,The Nationals,WEBSTER,Anne,5,5864,68.02
VIC,224,Mallee,33280,ASP,"Shooters, Fishers and Farmers",STRAUB,Dan,11,32277,ALP,Australian Labor Party,HART,Carole,8,1784,32.37
VIC,224,Mallee,33280,ASP,"Shooters, Fishers and Farmers",STRAUB,Dan,11,32425,NP,The Nationals,WEBSTER,Anne,5,3728,67.63
VIC,224,Mallee,32416,UAPP,United Australia Party,MILLAR,Rick,12,32277,ALP,Australian Labor Party,HART,Carole,8,860,27.12
VIC,224,Mallee,32416,UAPP,United Australia Party,MILLAR,Rick,12,32425,NP,The Nationals,WEBSTER,Anne,5,2311,72.88
VIC,224,Mallee,32422,GRN,The Greens (VIC),ROWAN,Nicole,13,32277,ALP,Australian Labor Party,HART,Carole,8,2385,72.34
VIC,224,Mallee,32422,GRN,The Greens (VIC),ROWAN,Nicole,13,32425,NP,The Nationals,WEBSTER,Anne,5,912,27.66
VIC,225,Maribyrnong,0,,,First Preferences,,0,32388,ALP,Australian Labor Party,SHORTEN,Bill,3,47487,57.66
VIC,225,Maribyrnong,0,,,First Preferences,,0,33182,LP,Liberal,STOW,Christine,4,34877,42.34
VIC,225,Maribyrnong,32310,UAPP,United Australia Party,HASAN,MD Sarwar,1,32388,ALP,Australian Labor Party,SHORTEN,Bill,3,1500,41.47
VIC,225,Maribyrnong,32310,UAPP,United Australia Party,HASAN,MD Sarwar,1,33182,LP,Liberal,STOW,Christine,4,2117,58.53
VIC,225,Maribyrnong,32574,GRN,The Greens (VIC),WILLIAMS,James,2,32388,ALP,Australian Labor Party,SHORTEN,Bill,3,12780,85.52
VIC,225,Maribyrnong,32574,GRN,The Greens (VIC),WILLIAMS,James,2,33182,LP,Liberal,STOW,Christine,4,2163,14.48
VIC,226,McEwen,0,,,First Preferences,,0,32338,ALP,Australian Labor Party,MITCHELL,Rob,3,37911,53.34
VIC,226,McEwen,0,,,First Preferences,,0,33559,LP,Liberal,FUSCO,Phillip,4,33162,46.66
VIC,226,McEwen,32426,GRN,The Greens (VIC),BARKER,Neil,1,32338,ALP,Australian Labor Party,MITCHELL,Rob,3,6982,86.99
VIC,226,McEwen,32426,GRN,The Greens (VIC),BARKER,Neil,1,33559,LP,Liberal,FUSCO,Phillip,4,1044,13.01
VIC,226,McEwen,33225,AJP,Animal Justice Party,PARRAMORE,Ruth,2,32338,ALP,Australian Labor Party,MITCHELL,Rob,3,1989,68.82
VIC,226,McEwen,33225,AJP,Animal Justice Party,PARRAMORE,Ruth,2,33559,LP,Liberal,FUSCO,Phillip,4,901,31.18
VIC,226,McEwen,33545,DHJP,Derryn Hinch's Justice Party,BUTLER,Deb,5,32338,ALP,Australian Labor Party,MITCHELL,Rob,3,2119,54.64
VIC,226,McEwen,33545,DHJP,Derryn Hinch's Justice Party,BUTLER,Deb,5,33559,LP,Liberal,FUSCO,Phillip,4,1759,45.36
VIC,226,McEwen,33293,IND,Independent,HYNDMAN,Robert James,6,32338,ALP,Australian Labor Party,MITCHELL,Rob,3,715,46.07
VIC,226,McEwen,33293,IND,Independent,HYNDMAN,Robert James,6,33559,LP,Liberal,FUSCO,Phillip,4,837,53.93
VIC,226,McEwen,33374,ON,Pauline Hanson's One Nation,GRAHAM,Ronnie,7,32338,ALP,Australian Labor Party,MITCHELL,Rob,3,2140,37.59
VIC,226,McEwen,33374,ON,Pauline Hanson's One Nation,GRAHAM,Ronnie,7,33559,LP,Liberal,FUSCO,Phillip,4,3553,62.41
VIC,226,McEwen,32411,UAPP,United Australia Party,HAYMAN,Chris,8,32338,ALP,Australian Labor Party,MITCHELL,Rob,3,1036,34.35
VIC,226,McEwen,32411,UAPP,United Australia Party,HAYMAN,Chris,8,33559,LP,Liberal,FUSCO,Phillip,4,1980,65.65
VIC,228,Melbourne,0,,,First Preferences,,0,32423,GRN,The Greens (VIC),BANDT,Adam,2,45876,69.66
VIC,228,Melbourne,0,,,First Preferences,,0,33322,LP,Liberal,SHERSON,Lauren,5,19979,30.34
VIC,228,Melbourne,32833,REAS,Reason Australia,RYAN,Judy,1,32423,GRN,The Greens (VIC),BANDT,Adam,2,3911,82.23
VIC,228,Melbourne,32833,REAS,Reason Australia,RYAN,Judy,1,33322,LP,Liberal,SHERSON,Lauren,5,845,17.77
VIC,228,Melbourne,33341,IND,Independent,BLAKE,Dave,3,32423,GRN,The Greens (VIC),BANDT,Adam,2,555,48.09
VIC,228,Melbourne,33341,IND,Independent,BLAKE,Dave,3,33322,LP,Liberal,SHERSON,Lauren,5,599,51.91
VIC,228,Melbourne,32721,AJP,Animal Justice Party,POPE,Lawrence,4,32423,GRN,The Greens (VIC),BANDT,Adam,2,1428,77.23
VIC,228,Melbourne,32721,AJP,Animal Justice Party,POPE,Lawrence,4,33322,LP,Liberal,SHERSON,Lauren,5,421,22.77
VIC,228,Melbourne,32303,ALP,Australian Labor Party,CREASEY,Luke,6,32423,GRN,The Greens (VIC),BANDT,Adam,2,14770,80.4
VIC,228,Melbourne,32303,ALP,Australian Labor Party,CREASEY,Luke,6,33322,LP,Liberal,SHERSON,Lauren,5,3601,19.6
VIC,228,Melbourne,32335,UAPP,United Australia Party,PECORA,Tony,7,32423,GRN,The Greens (VIC),BANDT,Adam,2,312,28.92
VIC,228,Melbourne,32335,UAPP,United Australia Party,PECORA,Tony,7,33322,LP,Liberal,SHERSON,Lauren,5,767,71.08
VIC,229,Menzies,0,,,First Preferences,,0,32302,ALP,Australian Labor Party,YEE,Stella,3,29539,36.74
VIC,229,Menzies,0,,,First Preferences,,0,33179,LP,Liberal,ANDREWS,Kevin,2,50863,63.26
VIC,229,Menzies,32345,DLP,Labour DLP,KELLEHER,Teresa Mary,1,32302,ALP,Australian Labor Party,YEE,Stella,3,1655,54.69
VIC,229,Menzies,32345,DLP,Labour DLP,KELLEHER,Teresa Mary,1,33179,LP,Liberal,ANDREWS,Kevin,2,1371,45.31
VIC,229,Menzies,32825,REAS,Reason Australia,PAYNE,Rachel,4,32302,ALP,Australian Labor Party,YEE,Stella,3,1365,67.27
VIC,229,Menzies,32825,REAS,Reason Australia,PAYNE,Rachel,4,33179,LP,Liberal,ANDREWS,Kevin,2,664,32.73
VIC,229,Menzies,32385,UAPP,United Australia Party,FULLER,Brett Stephen,5,32302,ALP,Australian Labor Party,YEE,Stella,3,738,28.33
VIC,229,Menzies,32385,UAPP,United Australia Party,FULLER,Brett Stephen,5,33179,LP,Liberal,ANDREWS,Kevin,2,1867,71.67
VIC,229,Menzies,32638,GRN,The Greens (VIC),HUMPHREYS,Robert,6,32302,ALP,Australian Labor Party,YEE,Stella,3,8461,82.43
VIC,229,Menzies,32638,GRN,The Greens (VIC),HUMPHREYS,Robert,6,33179,LP,Liberal,ANDREWS,Kevin,2,1803,17.57
VIC,323,Monash,0,,,First Preferences,,0,32299,ALP,Australian Labor Party,O'DONNELL,Jessica,4,29656,38.94
VIC,323,Monash,0,,,First Preferences,,0,33175,LP,Liberal,BROADBENT,Russell,6,46501,61.06
VIC,323,Monash,32690,IND,Independent,VERHOEVEN,John,1,32299,ALP,Australian Labor Party,O'DONNELL,Jessica,4,1554,57.07
VIC,323,Monash,32690,IND,Independent,VERHOEVEN,John,1,33175,LP,Liberal,BROADBENT,Russell,6,1169,42.93
VIC,323,Monash,32137,IND,Independent,FOZARD,Michael Stewart,2,32299,ALP,Australian Labor Party,O'DONNELL,Jessica,4,1596,55.61
VIC,323,Monash,32137,IND,Independent,FOZARD,Michael Stewart,2,33175,LP,Liberal,BROADBENT,Russell,6,1274,44.39
VIC,323,Monash,32802,ON,Pauline Hanson's One Nation,WADDELL,Jeff,3,32299,ALP,Australian Labor Party,O'DONNELL,Jessica,4,2975,38.86
VIC,323,Monash,32802,ON,Pauline Hanson's One Nation,WADDELL,Jeff,3,33175,LP,Liberal,BROADBENT,Russell,6,4681,61.14
VIC,323,Monash,32729,GRN,The Greens (VIC),HORNSTRA,William,5,32299,ALP,Australian Labor Party,O'DONNELL,Jessica,4,5900,83.72
VIC,323,Monash,32729,GRN,The Greens (VIC),HORNSTRA,William,5,33175,LP,Liberal,BROADBENT,Russell,6,1147,16.28
VIC,323,Monash,32281,UAPP,United Australia Party,SHERRY,Matthew,7,32299,ALP,Australian Labor Party,O'DONNELL,Jessica,4,1169,29.02
VIC,323,Monash,32281,UAPP,United Australia Party,SHERRY,Matthew,7,33175,LP,Liberal,BROADBENT,Russell,6,2859,70.98
VIC,324,Nicholls,0,,,First Preferences,,0,32309,ALP,Australian Labor Party,LODWICK,Bill,5,18493,27.46
VIC,324,Nicholls,0,,,First Preferences,,0,32417,NP,The Nationals,DRUM,Damian,1,48855,72.54
VIC,324,Nicholls,33605,IND,Independent,PARKER,Jeremy,2,32309,ALP,Australian Labor Party,LODWICK,Bill,5,577,32.56
VIC,324,Nicholls,33605,IND,Independent,PARKER,Jeremy,2,32417,NP,The Nationals,DRUM,Damian,1,1195,67.44
VIC,324,Nicholls,33132,IND,Independent,BOCK,Andrew,3,32309,ALP,Australian Labor Party,LODWICK,Bill,5,1853,40.45
VIC,324,Nicholls,33132,IND,Independent,BOCK,Andrew,3,32417,NP,The Nationals,DRUM,Damian,1,2728,59.55
VIC,324,Nicholls,32351,UAPP,United Australia Party,HINE,Stewart John,4,32309,ALP,Australian Labor Party,LODWICK,Bill,5,1135,22.36
VIC,324,Nicholls,32351,UAPP,United Australia Party,HINE,Stewart John,4,32417,NP,The Nationals,DRUM,Damian,1,3942,77.64
VIC,324,Nicholls,32536,GRN,The Greens (VIC),FREEMAN,Nickee,6,32309,ALP,Australian Labor Party,LODWICK,Bill,5,2837,70.73
VIC,324,Nicholls,32536,GRN,The Greens (VIC),FREEMAN,Nickee,6,32417,NP,The Nationals,DRUM,Damian,1,1174,29.27
VIC,324,Nicholls,32604,ON,Pauline Hanson's One Nation,TYRRELL,Rikkie-Lee,7,32309,ALP,Australian Labor Party,LODWICK,Bill,5,3010,27.99
VIC,324,Nicholls,32604,ON,Pauline Hanson's One Nation,TYRRELL,Rikkie-Lee,7,32417,NP,The Nationals,DRUM,Damian,1,7744,72.01
VIC,324,Nicholls,33403,IND,Independent,HICKS,Nigel,8,32309,ALP,Australian Labor Party,LODWICK,Bill,5,655,37.45
VIC,324,Nicholls,33403,IND,Independent,HICKS,Nigel,8,32417,NP,The Nationals,DRUM,Damian,1,1094,62.55
VIC,232,Scullin,0,,,First Preferences,,0,32323,ALP,Australian Labor Party,GILES,Andrew,1,55467,73.03
VIC,232,Scullin,0,,,First Preferences,,0,33245,LP,Liberal,SINGH,Gurpal,5,20484,26.97
VIC,232,Scullin,32356,UAPP,United Australia Party,HASAN,Firas,2,32323,ALP,Australian Labor Party,GILES,Andrew,1,2117,45.77
VIC,232,Scullin,32356,UAPP,United Australia Party,HASAN,Firas,2,33245,LP,Liberal,SINGH,Gurpal,5,2508,54.23
VIC,232,Scullin,32653,GRN,The Greens (VIC),SMITH,Cynthia,3,32323,ALP,Australian Labor Party,GILES,Andrew,1,4963,80.99
VIC,232,Scullin,32653,GRN,The Greens (VIC),SMITH,Cynthia,3,33245,LP,Liberal,SINGH,Gurpal,5,1165,19.01
VIC,232,Scullin,32695,AJP,Animal Justice Party,WHITFIELD,Rod,4,32323,ALP,Australian Labor Party,GILES,Andrew,1,2398,68.51
VIC,232,Scullin,32695,AJP,Animal Justice Party,WHITFIELD,Rod,4,33245,LP,Liberal,SINGH,Gurpal,5,1102,31.49
VIC,232,Scullin,33616,IND,Independent,ALBARRI,Yassin Akram,6,32323,ALP,Australian Labor Party,GILES,Andrew,1,842,52.46
VIC,232,Scullin,33616,IND,Independent,ALBARRI,Yassin Akram,6,33245,LP,Liberal,SINGH,Gurpal,5,763,47.54
VIC,233,Wannon,0,,,First Preferences,,0,32358,ALP,Australian Labor Party,BILLI,Maurice,3,27150,33.83
VIC,233,Wannon,0,,,First Preferences,,0,33180,LP,Liberal,TEHAN,Dan,5,53094,66.17
VIC,233,Wannon,32679,GRN,The Greens (VIC),TAYLOR,Zephlyn,1,32358,ALP,Australian Labor Party,BILLI,Maurice,3,5372,81.52
VIC,233,Wannon,32679,GRN,The Greens (VIC),TAYLOR,Zephlyn,1,33180,LP,Liberal,TEHAN,Dan,5,1218,18.48
VIC,233,Wannon,32372,UAPP,United Australia Party,WALLACE,Joshua,2,32358,ALP,Australian Labor Party,BILLI,Maurice,3,2316,37.01
VIC,233,Wannon,32372,UAPP,United Australia Party,WALLACE,Joshua,2,33180,LP,Liberal,TEHAN,Dan,5,3942,62.99
VIC,233,Wannon,33601,IND,Independent,DYSON,Alex,4,32358,ALP,Australian Labor Party,BILLI,Maurice,3,6318,58.52
VIC,233,Wannon,33601,IND,Independent,DYSON,Alex,4,33180,LP,Liberal,TEHAN,Dan,5,4479,41.48
VIC,234,Wills,0,,,First Preferences,,0,32350,ALP,Australian Labor Party,KHALIL,Peter,6,42355,62.35
VIC,234,Wills,0,,,First Preferences,,0,32657,GRN,The Greens (VIC),PULFORD,Adam,4,25575,37.65
VIC,234,Wills,32688,AJP,Animal Justice Party,MILES,Chris,1,32350,ALP,Australian Labor Party,KHALIL,Peter,6,1117,31.06
VIC,234,Wills,32688,AJP,Animal Justice Party,MILES,Chris,1,32657,GRN,The Greens (VIC),PULFORD,Adam,4,2479,68.94
VIC,234,Wills,32398,VNS,Victorian Socialists,BOLTON,Sue,2,32350,ALP,Australian Labor Party,KHALIL,Peter,6,1384,31.86
VIC,234,Wills,32398,VNS,Victorian Socialists,BOLTON,Sue,2,32657,GRN,The Greens (VIC),PULFORD,Adam,4,2960,68.14
